apn,shape_area,category,year_built,class,county,unknown,place_name
"023215118",154800,Existing,2002,light industrial,San Bernardino County,"0",unincorporated
"023215116",92900,Existing,2002,storage warehouse,San Bernardino County,"0",unincorporated
"023215109",86900,Existing,2001,storage warehouse,San Bernardino County,"0",unincorporated
"023301103",100700,Existing,1990,storage warehouse,San Bernardino County,"0",unincorporated
"023113103",182400,Existing,2007,light industrial,San Bernardino County,"0",unincorporated
"023113190",122900,Existing,1995,storage warehouse,San Bernardino County,"0",unincorporated
"023113143",52500,Existing,1987,storage warehouse,San Bernardino County,"0",unincorporated
"023208156",206600,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana
"023215110",65300,Existing,2003,storage warehouse,San Bernardino County,"0",unincorporated
"023207102",169600,Existing,1991,light industrial,San Bernardino County,"0",unincorporated
"023216105",176400,Existing,1985,light industrial,San Bernardino County,"0",unincorporated
"023206109",209300,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"023205105",201700,Existing,2023,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"023205110",207400,Existing,1990,light industrial,San Bernardino County,"0",unincorporated
"023208155",140900,Existing,1987,storage warehouse,San Bernardino County,"0",Fontana
"023205129",371700,Existing,2018,transit warehouse (truck terminal),San Bernardino County,"0",unincorporated
"023212155",73500,Existing,1997,storage warehouse,San Bernardino County,"0",unincorporated
"024026175",332500,Existing,2017,improvements ass'd associated apn,San Bernardino County,"0",Rialto
"024025149",314700,Existing,2018,flex,San Bernardino County,"0",Rialto
"024023138",1579800,Existing,2016,distribution warehouse,San Bernardino County,"0",Rialto
"024023135",1294300,Existing,2016,light industrial,San Bernardino County,"0",Rialto
"024018149",1247500,Existing,2004,distribution warehouse,San Bernardino County,"0",Rialto
"024023136",266100,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Rialto
"024020167",500800,Existing,2021,distribution warehouse,San Bernardino County,"0",Rialto
"024020165",737600,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"024024152",368200,Existing,2018,distribution warehouse,San Bernardino County,"0",Rialto
"024020164",276000,Existing,2018,distribution warehouse,San Bernardino County,"0",Rialto
"024024153",433000,Existing,1990,distribution warehouse,San Bernardino County,"0",Rialto
"024024160",778900,Existing,2013,distribution warehouse,San Bernardino County,"0",Rialto
"024020168",380900,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"024018151",1285300,Existing,2015,distribution warehouse,San Bernardino County,"0",Rialto
"024024169",1396900,Existing,2017,distribution warehouse,San Bernardino County,"0",Rialto
"024020155",61100,Existing,2007,storage warehouse,San Bernardino County,"0",Rialto
"024025151",828300,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"024025150",2128300,Existing,2017,distribution warehouse,San Bernardino County,"0",Rialto
"024026174",1198600,Existing,2016,flex,San Bernardino County,"0",Rialto
"024026172",320600,Existing,2014,distribution warehouse,San Bernardino County,"0",Rialto
"024020169",178700,Existing,2021,distribution warehouse,San Bernardino County,"0",Rialto
"024018153",334400,Existing,2020,storage warehouse,San Bernardino County,"0",Rialto
"024026173",721500,Existing,2014,distribution warehouse,San Bernardino County,"0",Rialto
"024026172",349700,Existing,2014,distribution warehouse,San Bernardino County,"0",Rialto
"024018152",201000,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"024018154",181700,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"023949140",166100,Existing,1980,light industrial,San Bernardino County,"0",Rialto
"024025148",1860600,Existing,2017,flex,San Bernardino County,"0",Rialto
"023919216",517200,Existing,1980,light industrial,San Bernardino County,"0",Rialto
"023919217",376200,Existing,1994,storage building,San Bernardino County,"0",Rialto
"024025155",2480100,Existing,2018,distribution warehouse,San Bernardino County,"0",Rialto
"023919213",213100,Existing,1991,light industrial,San Bernardino County,"0",Rialto
"023919219",633000,Existing,1987,light industrial,San Bernardino County,"0",Rialto
"023919316",205100,Existing,1989,storage warehouse,San Bernardino County,"0",Rialto
"024022130",824900,Existing,2021,distribution warehouse,San Bernardino County,"0",Rialto
"024022131",798400,Existing,2018,flex,San Bernardino County,"0",Rialto
"024025163",189100,Existing,2021,distribution warehouse,San Bernardino County,"0",Rialto
"024025161",467900,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"024019147",407200,Existing,2018,distribution warehouse,San Bernardino County,"0",Rialto
"024021143",299800,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"024021142",252800,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"024021139",949400,Existing,2015,distribution warehouse,San Bernardino County,"0",Rialto
"023919221",87700,Existing,1998,storage warehouse,San Bernardino County,"0",Rialto
"024021137",693300,Existing,2014,cold storage facility,San Bernardino County,"0",Rialto
"024017134",488500,Existing,2018,distribution warehouse,San Bernardino County,"0",Rialto
"023919214",432400,Existing,1988,storage building,San Bernardino County,"0",Rialto
"024021139",830600,Existing,2015,distribution warehouse,San Bernardino County,"0",Rialto
"024021137",827300,Existing,2014,cold storage facility,San Bernardino County,"0",Rialto
"023919310",210200,Existing,1987,light industrial,San Bernardino County,"0",Rialto
"024017131",1197500,Existing,2004,distribution warehouse,San Bernardino County,"0",Rialto
"024017135",176800,Existing,2018,distribution warehouse,San Bernardino County,"0",Rialto
"024017131",494700,Existing,2004,distribution warehouse,San Bernardino County,"0",Rialto
"024017132",2254800,Existing,2005,distribution warehouse,San Bernardino County,"0",Rialto
"023918210",87900,Existing,2013,distribution warehouse,San Bernardino County,"0",Rialto
"023918209",228800,Existing,1984,distribution warehouse,San Bernardino County,"0",Rialto
"024017136",123700,Existing,2018,storage warehouse,San Bernardino County,"0",Rialto
"024025162",593700,Existing,2021,distribution warehouse,San Bernardino County,"0",Rialto
"025510133",829300,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"025509163",819200,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"025507154",1125300,Existing,2017,flex,San Bernardino County,"0",Fontana
"025507155",1871700,Existing,2017,flex,San Bernardino County,"0",Fontana
"025508155",709300,Existing,2018,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"025402136",159300,Existing,1988,flex,San Bernardino County,"0",Rialto
"025508156",1621300,Existing,2019,distribution warehouse,San Bernardino County,"0",Fontana
"025506130",891200,Existing,2006,flex,San Bernardino County,"0",Fontana
"025209157",543800,Existing,2009,transit warehouse (truck terminal),San Bernardino County,"0",Bloomington
"025506129",1378400,Existing,2006,distribution warehouse,San Bernardino County,"0",Fontana
"025321156",402200,Existing,2020,distribution warehouse,San Bernardino County,"0",Bloomington
"025317116",517900,Existing,2019,distribution warehouse,San Bernardino County,"0",Bloomington
"025422116",286500,Existing,2019,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"025422159",851800,Existing,1980,light industrial,San Bernardino County,"0",Fontana
"025422158",545700,Existing,2006,distribution warehouse,San Bernardino County,"0",Fontana
"025217367",2060200,Existing,2001,transit warehouse (truck terminal),San Bernardino County,"0",Bloomington
"025215315",1198600,Existing,2018,distribution warehouse,San Bernardino County,"0",Bloomington
"025217366",178800,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Bloomington
"025215217",1224600,Existing,2018,distribution warehouse,San Bernardino County,"0",Bloomington
"025317116",303400,Existing,2019,distribution warehouse,San Bernardino County,"0",Bloomington
"025213150",384800,Existing,2021,distribution warehouse,San Bernardino County,"0",Bloomington
"025217370",222300,Existing,1990,cold storage facility,San Bernardino County,"0",Bloomington
"025407127",177400,Existing,1984,transit warehouse (truck terminal),San Bernardino County,"0",Colton
"025209120",97800,Existing,2000,storage warehouse,San Bernardino County,"0",Bloomington
"025213149",207300,Existing,2002,storage warehouse,San Bernardino County,"0",Bloomington
"013220104",131300,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"025205109",97900,Existing,1980,storage warehouse,San Bernardino County,"0",Bloomington
"025205110",97900,Existing,1990,storage warehouse,San Bernardino County,"0",Bloomington
"025203252",97900,Existing,1980,storage warehouse,San Bernardino County,"1",Fontana
"025203273",103800,Existing,1981,storage warehouse,San Bernardino County,"0",Fontana
"025503133",250800,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"025502135",369900,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"025506128",1377300,Existing,2006,distribution warehouse,San Bernardino County,"0",Fontana
"025502136",88200,Existing,2023,distribution warehouse,San Bernardino County,"0",Fontana
"025501138",375100,Existing,2022,distribution warehouse,San Bernardino County,"0",Fontana
"025501136",381300,Existing,2022,distribution warehouse,San Bernardino County,"0",Fontana
"025508154",861800,Existing,2019,distribution warehouse,San Bernardino County,"0",Fontana
"025507157",518900,Existing,2018,distribution warehouse,San Bernardino County,"0",Fontana
"025409120",101500,Existing,1980,storage warehouse,San Bernardino County,"0",Rialto
"025507156",381800,Existing,2017,distribution warehouse,San Bernardino County,"0",Fontana
"025325101",263400,Existing,2021,distribution warehouse,San Bernardino County,"0",Rialto
"025409121",123200,Existing,1985,distribution warehouse,San Bernardino County,"0",Rialto
"025402145",83400,Existing,2023,storage warehouse,San Bernardino County,"0",Rialto
"025402144",92200,Existing,2023,storage warehouse,San Bernardino County,"0",Rialto
"025402142",145000,Existing,2023,storage warehouse,San Bernardino County,"0",Rialto
"025211127",918800,Existing,1980,light industrial,San Bernardino County,"0",Fontana
"025426121",412600,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto
"025407159",207200,Existing,1980,storage warehouse,San Bernardino County,"0",Colton
"025402137",207700,Existing,2005,light industrial,San Bernardino County,"0",Rialto
"025604153",754400,Existing,2020,distribution warehouse,San Bernardino County,"0",Bloomington
"025806123",384600,Existing,2005,light industrial,San Bernardino County,"0",Rialto
"025803115",238600,Existing,2023,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"025802130",388700,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto
"025601132",263000,Existing,2013,distribution warehouse,San Bernardino County,"0",Fontana
"025506128",623200,Existing,2006,distribution warehouse,San Bernardino County,"0",Fontana
"025601110",207400,Existing,2014,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"025812108",203300,Existing,2021,storage warehouse,San Bernardino County,"0",Rialto
"025812148",212500,Existing,2000,storage warehouse,San Bernardino County,"0",Rialto
"025811136",104100,Existing,2006,storage warehouse,San Bernardino County,"0",Rialto
"025811137",87000,Existing,2022,storage warehouse,San Bernardino County,"0",Rialto
"025811138",254300,Existing,1992,cold storage facility,San Bernardino County,"0",Rialto
"025601135",207900,Existing,2020,distribution warehouse,San Bernardino County,"0",Fontana
"025811139",327800,Existing,2001,storage warehouse,San Bernardino County,"0",Rialto
"025813134",53800,Existing,1990,storage warehouse,San Bernardino County,"0",Rialto
"025511126",631100,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"025506129",620500,Existing,2006,distribution warehouse,San Bernardino County,"0",Fontana
"025813137",233200,Existing,1980,light industrial,San Bernardino County,"0",Rialto
"025601133",192400,Existing,2014,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"025506130",403400,Existing,2006,flex,San Bernardino County,"0",Fontana
"025812144",154200,Existing,1998,storage warehouse,San Bernardino County,"0",Rialto
"025811105",415000,Existing,1995,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"025804140",96900,Existing,2007,storage warehouse,San Bernardino County,"0",Rialto
"025804111",175900,Existing,1989,light industrial,San Bernardino County,"0",Rialto
"025801113",205900,Existing,1983,light industrial,San Bernardino County,"0",Rialto
"025803114",1748800,Existing,2023,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"025812146",130000,Existing,1989,storage warehouse,San Bernardino County,"0",Rialto
"025801126",511000,Existing,2022,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"025813121",424900,Existing,2004,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"025817157",176000,Existing,1990,light industrial,San Bernardino County,"0",Rialto
"025810219",124400,Existing,2021,storage warehouse,San Bernardino County,"0",Rialto
"025817146",335700,Existing,2006,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"025812142",172900,Existing,1989,light industrial,San Bernardino County,"0",Rialto
"025818113",58300,Existing,2008,storage warehouse,San Bernardino County,"0",Rialto
"025813110",155600,Existing,1981,light industrial,San Bernardino County,"0",Rialto
"025601120",160100,Existing,1980,storage warehouse,San Bernardino County,"0",Fontana
"025601134",191200,Existing,2013,flex,San Bernardino County,"0",Fontana
"025804108",207400,Existing,1980,light industrial,San Bernardino County,"0",Rialto
"025801121",126600,Existing,1987,storage warehouse,San Bernardino County,"0",Rialto
"025709136",1504000,Existing,2019,distribution warehouse,San Bernardino County,"0",Bloomington
"025802130",417000,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto
"025801106",204400,Existing,2017,distribution warehouse,San Bernardino County,"0",Rialto
"025804144",1056300,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"025803109",207000,Existing,1988,storage warehouse,San Bernardino County,"0",Rialto
"026002160",823200,Existing,2016,distribution warehouse,San Bernardino County,"0",Rialto
"026005116",936800,Existing,2019,distribution warehouse,San Bernardino County,"0",unincorporated
"026020105",229800,Existing,2012,cold storage facility,San Bernardino County,"0",Colton
"026002122",2338400,Existing,1999,distribution warehouse,San Bernardino County,"0",Rialto
"026002142",493300,Existing,2003,improvements ass'd associated apn,San Bernardino County,"0",Rialto
"026002115",1508000,Existing,2014,distribution warehouse,San Bernardino County,"0",Rialto
"026002207",749700,Existing,2007,distribution warehouse,San Bernardino County,"0",Rialto
"026002143",914100,Existing,2005,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"026002109",63200,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"026002125",1058800,Existing,2001,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"026018101",458400,Existing,2017,distribution warehouse,San Bernardino County,"0",Colton
"026002152",605100,Existing,2005,flex,San Bernardino County,"0",Rialto
"026002151",138800,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto
"026011315",1429300,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"025918142",2174200,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"026019103",217900,Existing,2017,distribution warehouse,San Bernardino County,"0",Colton
"026002154",568900,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto
"026022104",918200,Existing,2017,distribution warehouse,San Bernardino County,"0",Colton
"026019105",458400,Existing,2014,cold storage facility,San Bernardino County,"0",Colton
"026002144",2252400,Existing,2003,distribution warehouse,San Bernardino County,"0",Rialto
"026011316",900200,Existing,2006,flex,San Bernardino County,"0",unincorporated
"026013135",225000,Existing,2020,storage warehouse,San Bernardino County,"0",Rialto
"026011308",322900,Existing,2006,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"026013133",1857600,Existing,2007,distribution warehouse,San Bernardino County,"0",Rialto
"026019104",110600,Existing,2021,distribution warehouse,San Bernardino County,"0",Colton
"026011314",808000,Existing,2008,distribution warehouse,San Bernardino County,"0",unincorporated
"026013134",1448400,Existing,2007,distribution warehouse,San Bernardino County,"0",Rialto
"026019105",544900,Existing,2014,cold storage facility,San Bernardino County,"0",Colton
"026002155",251000,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto
"026012113",154900,Existing,2003,light industrial,San Bernardino County,"0",unincorporated
"026012114",115100,Existing,2007,storage warehouse,San Bernardino County,"0",unincorporated
"026007220",189900,Existing,2023,distribution warehouse,San Bernardino County,"0",Colton
"026007219",220700,Existing,2023,distribution warehouse,San Bernardino County,"0",Colton
"026007218",1583900,Existing,2019,distribution warehouse,San Bernardino County,"0",Colton
"026005116",321100,Existing,2019,distribution warehouse,San Bernardino County,"0",unincorporated
"026016101",223300,Existing,2023,light industrial,San Bernardino County,"0",Rialto
"026020105",366600,Existing,2012,cold storage facility,San Bernardino County,"0",Colton
"025918141",2807000,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"026002150",116200,Existing,2020,storage warehouse,San Bernardino County,"0",Rialto
"026009129",64400,Existing,1980,storage warehouse,San Bernardino County,"0",Colton
"026009185",143100,Existing,1989,storage warehouse,San Bernardino County,"0",Colton
"026002159",364300,Existing,1982,light industrial,San Bernardino County,"0",Rialto
"025120219",378800,Existing,2024,distribution warehouse,San Bernardino County,"0",Fontana
"025120218",157100,Existing,2024,storage warehouse,San Bernardino County,"0",Fontana
"025114128",166100,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"025112121",257700,Existing,1980,storage building,San Bernardino County,"1",Fontana
"025115139",59900,Existing,1980,storage warehouse,San Bernardino County,"0",Fontana
"025120309",85500,Existing,2022,storage warehouse,San Bernardino County,"0",Fontana
"025111115",59300,Existing,1980,storage warehouse,San Bernardino County,"0",Fontana
"025104249",175700,Existing,1980,light industrial,San Bernardino County,"0",Fontana
"026605109",311300,Existing,1996,light industrial,San Bernardino County,"0",San Bernardino
"026604181",524500,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"026421116",140800,Existing,2004,storage warehouse,San Bernardino County,"0",Rialto
"026636206",330600,Existing,1983,distribution warehouse,San Bernardino County,"0",San Bernardino
"026636226",782600,Existing,1984,light industrial,San Bernardino County,"0",San Bernardino
"026436101",65300,Existing,1991,storage warehouse,San Bernardino County,"0",Rialto
"026601117",231000,Existing,1980,storage warehouse,San Bernardino County,"0",unincorporated
"026601121",218600,Existing,2008,cold storage facility,San Bernardino County,"0",unincorporated
"026601210",95800,Existing,2021,storage warehouse,San Bernardino County,"0",unincorporated
"026605108",650200,Existing,2004,distribution warehouse,San Bernardino County,"0",San Bernardino
"026604144",933300,Existing,1986,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"026604171",454100,Existing,2008,distribution warehouse,San Bernardino County,"0",San Bernardino
"026601203",91500,Existing,1981,storage warehouse,San Bernardino County,"0",unincorporated
"026602154",1053500,Existing,2020,transit warehouse (truck terminal),San Bernardino County,"0",unincorporated
"026604178",485500,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"026604155",218000,Existing,1990,light industrial,San Bernardino County,"0",San Bernardino
"026607291",157100,Existing,2003,light industrial,San Bernardino County,"0",San Bernardino
"026421262",188300,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"026604182",1640300,Existing,2017,distribution warehouse,San Bernardino County,"0",San Bernardino
"026604184",387600,Existing,2022,transit warehouse (truck terminal),San Bernardino County,"0",San Bernardino
"026604117",455500,Existing,1986,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"026604156",217700,Existing,1990,light industrial,San Bernardino County,"0",San Bernardino
"026421335",104700,Existing,2012,distribution warehouse,San Bernardino County,"0",Rialto
"026604180",1561600,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"026636366",802100,Existing,1985,distribution warehouse,San Bernardino County,"0",San Bernardino
"026672104",69900,Existing,1990,storage warehouse,San Bernardino County,"0",San Bernardino
"026636369",414800,Existing,2017,distribution warehouse,San Bernardino County,"0",San Bernardino
"026636228",628500,Existing,2018,distribution warehouse,San Bernardino County,"0",San Bernardino
"026672103",58400,Existing,1990,storage warehouse,San Bernardino County,"0",San Bernardino
"026636305",89000,Existing,2008,storage warehouse,San Bernardino County,"0",San Bernardino
"026636333",553200,Existing,1987,light industrial,San Bernardino County,"0",San Bernardino
"026672105",116300,Existing,1990,storage warehouse,San Bernardino County,"0",San Bernardino
"026636322",59900,Existing,2023,storage warehouse,San Bernardino County,"0",San Bernardino
"026636224",237700,Existing,1984,light industrial,San Bernardino County,"0",San Bernardino
"026636227",382700,Existing,1985,storage building,San Bernardino County,"0",San Bernardino
"026636203",311900,Existing,1980,distribution warehouse,San Bernardino County,"0",San Bernardino
"026636201",590800,Existing,2006,flex,San Bernardino County,"0",San Bernardino
"026636362",322000,Existing,1992,light industrial,San Bernardino County,"0",San Bernardino
"026636307",85200,Existing,1984,storage warehouse,San Bernardino County,"0",San Bernardino
"026636338",198700,Existing,2002,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"026636207",310400,Existing,2017,distribution warehouse,San Bernardino County,"0",San Bernardino
"026672106",114400,Existing,1990,storage warehouse,San Bernardino County,"0",San Bernardino
"026636334",222100,Existing,1988,light industrial,San Bernardino County,"0",San Bernardino
"026201148",849600,Existing,2008,distribution warehouse,San Bernardino County,"0",San Bernardino
"026201149",423300,Existing,2011,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"026201151",1398100,Existing,2008,distribution warehouse,San Bernardino County,"0",San Bernardino
"026204121",921000,Existing,2020,distribution warehouse,San Bernardino County,"0",unincorporated
"026204241",537700,Existing,2020,distribution warehouse,San Bernardino County,"0",San Bernardino
"026204240",1723600,Existing,2015,distribution warehouse,San Bernardino County,"0",San Bernardino
"026204104",93400,Existing,2013,storage warehouse,San Bernardino County,"0",unincorporated
"026204239",1533900,Existing,2014,distribution warehouse,San Bernardino County,"0",San Bernardino
"026205142",787100,Existing,2019,distribution warehouse,San Bernardino County,"0",San Bernardino
"026205141",877500,Existing,2018,distribution warehouse,San Bernardino County,"0",San Bernardino
"027403123",221800,Existing,2015,storage warehouse,San Bernardino County,"0",San Bernardino
"027403122",222600,Existing,2015,storage warehouse,San Bernardino County,"0",San Bernardino
"027614433",160000,Existing,2017,improvements ass'd associated apn,San Bernardino County,"0",Colton
"027534101",842600,Existing,2023,distribution warehouse,San Bernardino County,"0",Colton
"027814137",181600,Existing,1998,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"027519209",234400,Existing,2021,distribution warehouse,San Bernardino County,"0",Colton
"027522365",1154500,Existing,2023,distribution warehouse,San Bernardino County,"0",Colton
"027613197",391600,Existing,2015,distribution warehouse,San Bernardino County,"0",Colton
"027613120",375500,Existing,2007,distribution warehouse,San Bernardino County,"0",Colton
"027702280",362300,Existing,1987,storage warehouse,San Bernardino County,"0",Colton
"027613176",530700,Existing,1988,distribution warehouse,San Bernardino County,"0",Colton
"027613177",323000,Existing,2004,distribution warehouse,San Bernardino County,"0",Colton
"027702234",265600,Existing,1980,light industrial,San Bernardino County,"0",Colton
"027702301",481900,Existing,2019,distribution warehouse,San Bernardino County,"0",Colton
"027702279",127100,Existing,1993,storage warehouse,San Bernardino County,"0",Colton
"027702292",245300,Existing,1995,storage building,San Bernardino County,"0",Colton
"027702245",168700,Existing,1980,light industrial,San Bernardino County,"0",Colton
"027519208",700100,Existing,2021,distribution warehouse,San Bernardino County,"0",Colton
"027528108",187500,Existing,2006,storage warehouse,San Bernardino County,"0",Grand Terrace
"027613181",1830400,Existing,2001,distribution warehouse,San Bernardino County,"0",Colton
"027601423",54100,Existing,2009,storage warehouse,San Bernardino County,"0",Colton
"027614451",269200,Existing,2004,light industrial,San Bernardino County,"0",Colton
"027650142",179400,Existing,1980,flex,San Bernardino County,"0",Colton
"027614456",480600,Existing,2021,distribution warehouse,San Bernardino County,"0",Colton
"027614416",74100,Existing,1988,storage warehouse,San Bernardino County,"0",Colton
"027819133",803100,Existing,2009,distribution warehouse,San Bernardino County,"0",San Bernardino
"027806307",269900,Existing,1980,distribution warehouse,San Bernardino County,"0",San Bernardino
"027819140",274000,Existing,2023,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"026917125",705200,Existing,2004,light industrial,San Bernardino County,"0",San Bernardino
"026917142",215900,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"026923122",156400,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"013824126",158000,Existing,2001,transit warehouse (truck terminal),San Bernardino County,"0",San Bernardino
"026835122",153900,Existing,1980,storage warehouse,San Bernardino County,"0",San Bernardino
"028307150",174500,Existing,1980,storage warehouse,San Bernardino County,"0",Loma Linda
"028317101",411600,Existing,1999,light industrial,San Bernardino County,"0",Loma Linda
"028135105",63200,Existing,1986,storage warehouse,San Bernardino County,"0",San Bernardino
"028307130",181700,Existing,1980,light industrial,San Bernardino County,"0",Loma Linda
"027927143",143200,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028104173",97000,Existing,2007,storage warehouse,San Bernardino County,"0",San Bernardino
"028110216",217500,Existing,1980,distribution warehouse,San Bernardino County,"0",San Bernardino
"028001143",630100,Existing,2013,distribution warehouse,San Bernardino County,"0",San Bernardino
"028003244",208100,Existing,2023,storage warehouse,San Bernardino County,"0",San Bernardino
"027814125",87800,Existing,1980,storage warehouse,San Bernardino County,"0",San Bernardino
"028009147",121100,Existing,1987,storage warehouse,San Bernardino County,"0",San Bernardino
"028025158",53400,Existing,2004,storage warehouse,San Bernardino County,"0",San Bernardino
"028025134",208600,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"028110129",648500,Existing,2018,distribution warehouse,San Bernardino County,"0",San Bernardino
"027901140",255600,Existing,1980,distribution warehouse,San Bernardino County,"0",unincorporated
"028030225",321100,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"028018151",386300,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028023233",76000,Existing,2019,distribution warehouse,San Bernardino County,"0",San Bernardino
"028025135",218700,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"028141105",65800,Existing,2008,storage warehouse,San Bernardino County,"0",San Bernardino
"028101146",118700,Existing,1980,storage warehouse,San Bernardino County,"0",San Bernardino
"028025165",665700,Existing,2014,distribution warehouse,San Bernardino County,"0",San Bernardino
"028023233",62000,Existing,2019,distribution warehouse,San Bernardino County,"0",San Bernardino
"028018151",150400,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028019113",201400,Existing,2022,improvements ass'd associated apn,San Bernardino County,"0",San Bernardino
"028017120",165500,Existing,2022,distribution warehouse,San Bernardino County,"0",San Bernardino
"028016132",354300,Existing,2023,distribution warehouse,San Bernardino County,"0",San Bernardino
"028016132",167400,Existing,2023,distribution warehouse,San Bernardino County,"0",San Bernardino
"028025157",75200,Existing,2004,storage warehouse,San Bernardino County,"0",San Bernardino
"027819134",743900,Existing,2009,distribution warehouse,San Bernardino County,"0",unincorporated
"027819135",406900,Existing,1980,distribution warehouse,San Bernardino County,"0",unincorporated
"027819137",397400,Existing,2023,distribution warehouse,San Bernardino County,"0",unincorporated
"028018150",352900,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028018149",148900,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028018148",308800,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028018155",572400,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028018155",355000,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028015129",877400,Existing,2023,distribution warehouse,San Bernardino County,"0",San Bernardino
"028028112",241800,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"028103179",83200,Existing,1987,storage warehouse,San Bernardino County,"0",San Bernardino
"027927144",112400,Existing,2008,distribution warehouse,San Bernardino County,"0",San Bernardino
"028110106",437700,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"028103178",88900,Existing,1987,distribution warehouse,San Bernardino County,"0",San Bernardino
"028104158",189200,Existing,1986,distribution warehouse,San Bernardino County,"0",San Bernardino
"028103186",102700,Existing,1986,storage warehouse,San Bernardino County,"0",San Bernardino
"028104166",435700,Existing,2008,distribution warehouse,San Bernardino County,"0",San Bernardino
"027932166",853100,Existing,2016,flex,San Bernardino County,"0",San Bernardino
"028009166",157700,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028013163",389600,Existing,2020,distribution warehouse,San Bernardino County,"0",San Bernardino
"028016216",175800,Existing,2018,distribution warehouse,San Bernardino County,"0",San Bernardino
"028016216",421400,Existing,2018,distribution warehouse,San Bernardino County,"0",San Bernardino
"028143104",232300,Existing,2015,distribution warehouse,San Bernardino County,"0",San Bernardino
"028143103",383600,Existing,2015,distribution warehouse,San Bernardino County,"0",San Bernardino
