apn,shape_area,category,year_built,class,county,unknown,place_name
"023809165",534000,Existing,1989,light industrial,San Bernardino County,"0",Fontana
"023809173",88000,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"023824117",66900,Existing,1989,storage warehouse,San Bernardino County,"0",Ontario
"023809181",104600,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana
"023809189",327500,Existing,1994,distribution warehouse,San Bernardino County,"0",Fontana
"023809138",1080200,Existing,2002,transit warehouse (truck terminal),San Bernardino County,"0",Fontana
"023811152",104400,Existing,2005,storage warehouse,San Bernardino County,"0",Fontana
"023810184",611300,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"023822114",69600,Existing,1984,storage warehouse,San Bernardino County,"0",Ontario
"023825109",191000,Existing,2001,storage warehouse,San Bernardino County,"0",Ontario
"023813343",133600,Existing,2002,distribution warehouse,San Bernardino County,"0",Ontario
"023812156",60000,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario
"023812168",257900,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"023812157",86600,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario
"023802142",556800,Existing,1996,flex,San Bernardino County,"0",Ontario
"023802178",756800,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"023805244",1481400,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"023809187",228500,Existing,2007,flex,San Bernardino County,"0",Fontana
"023818536",99300,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023808172",92400,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023809174",81600,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana
"023819320",561900,Existing,1985,cold storage facility,San Bernardino County,"0",Ontario
"023809182",148400,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana
"023822115",136700,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023822115",133500,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023822133",173800,Existing,1986,light industrial,San Bernardino County,"0",Ontario
"023810165",497900,Existing,1991,distribution warehouse,San Bernardino County,"0",Ontario
"023822132",133300,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023811153",72100,Existing,2005,storage warehouse,San Bernardino County,"0",Fontana
"023811146",303500,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"023810178",277300,Existing,1998,light industrial,San Bernardino County,"0",Ontario
"023812126",66200,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario
"023813344",96500,Existing,2003,distribution warehouse,San Bernardino County,"0",Ontario
"023814211",293600,Existing,1987,storage warehouse,San Bernardino County,"0",Fontana
"023802143",214900,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"023802166",538800,Existing,2003,distribution warehouse,San Bernardino County,"0",Ontario
"023804219",145800,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023805253",174800,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"023804227",249500,Existing,1988,distribution warehouse,San Bernardino County,"0",Ontario
"023805243",783700,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"023805238",530200,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"023821118",166400,Existing,1989,light industrial,San Bernardino County,"0",Ontario
"023821146",323700,Existing,1999,flex,San Bernardino County,"0",Ontario
"023819324",321500,Existing,1991,distribution warehouse,San Bernardino County,"0",Ontario
"023819325",158200,Existing,2005,distribution warehouse,San Bernardino County,"0",Ontario
"023824106",173300,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"023809188",747200,Existing,1991,distribution warehouse,San Bernardino County,"0",Fontana
"023822136",343600,Existing,2020,distribution warehouse,San Bernardino County,"0",Ontario
"023820127",119800,Existing,1990,distribution warehouse,San Bernardino County,"0",Ontario
"023810151",525000,Existing,1990,distribution warehouse,San Bernardino County,"0",Ontario
"023811133",560200,Existing,1989,flex,San Bernardino County,"0",Fontana
"023813326",745900,Existing,1992,flex,San Bernardino County,"0",Ontario
"023813330",541300,Existing,1989,flex,San Bernardino County,"0",Ontario
"023813327",218100,Existing,1990,distribution warehouse,San Bernardino County,"0",Ontario
"023812143",646200,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"023814410",324200,Existing,2011,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"023803128",897600,Existing,2003,distribution warehouse,San Bernardino County,"0",unincorporated
"023802149",513100,Existing,1998,light industrial,San Bernardino County,"0",Ontario
"023802186",1159000,Existing,2018,distribution warehouse,San Bernardino County,"0",Ontario
"023802154",284900,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"023805237",477100,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"023804228",146700,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023804223",91600,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023819314",319000,Existing,1986,flex,San Bernardino County,"0",Ontario
"023808171",137800,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023809175",52800,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"023808158",806000,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023808170",337800,Existing,1988,distribution warehouse,San Bernardino County,"0",Ontario
"023809164",473900,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"023808156",515300,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Ontario
"023811132",556600,Existing,1986,storage warehouse,San Bernardino County,"0",Fontana
"023822116",206100,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023822116",252000,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023811131",589600,Existing,2012,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"023811130",587000,Existing,2007,distribution warehouse,San Bernardino County,"0",Fontana
"023810168",421500,Existing,1996,flex,San Bernardino County,"0",Ontario
"023822134",112000,Existing,1986,distribution warehouse,San Bernardino County,"0",Ontario
"023814422",241100,Existing,2005,distribution warehouse,San Bernardino County,"0",Fontana
"023814207",282800,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"023814204",562200,Existing,1988,storage warehouse,San Bernardino County,"0",Fontana
"023813227",440900,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"023813334",315000,Existing,1989,flex,San Bernardino County,"0",Ontario
"023813221",769300,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023814421",193000,Existing,2005,distribution warehouse,San Bernardino County,"0",Fontana
"023813346",145500,Existing,2009,storage warehouse,San Bernardino County,"0",Ontario
"023714115",224700,Existing,1987,storage warehouse,San Bernardino County,"0",Fontana
"023713126",599200,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"023713125",595900,Existing,2000,light industrial,San Bernardino County,"0",Fontana
"023801234",150900,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"023803118",435600,Existing,2007,storage warehouse,San Bernardino County,"0",unincorporated
"023803119",394300,Existing,2015,distribution warehouse,San Bernardino County,"0",unincorporated
"023802177",875500,Existing,2013,distribution warehouse,San Bernardino County,"0",Ontario
"023801235",121600,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"023802102",1087600,Existing,2013,flex,San Bernardino County,"0",Ontario
"023805254",104600,Existing,2020,storage warehouse,San Bernardino County,"0",Ontario
"023805252",85000,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"023804225",266400,Existing,2002,flex,San Bernardino County,"0",Ontario
"023821117",178900,Existing,1994,light industrial,San Bernardino County,"0",Ontario
"023824107",207300,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"023809177",57500,Existing,1989,storage warehouse,San Bernardino County,"0",Fontana
"023810157",743700,Existing,1989,distribution warehouse,San Bernardino County,"0",Ontario
"023810163",875000,Existing,1990,flex,San Bernardino County,"0",Ontario
"023820133",646400,Existing,1995,light industrial,San Bernardino County,"0",Ontario
"023810152",448900,Existing,1987,flex,San Bernardino County,"0",Ontario
"023810111",972900,Existing,1997,distribution warehouse,San Bernardino County,"0",Ontario
"023813345",201400,Existing,1988,light industrial,San Bernardino County,"0",Ontario
"023812141",129800,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"023817440",518100,Existing,2000,distribution warehouse,San Bernardino County,"0",Fontana
"023817439",695100,Existing,2000,distribution warehouse,San Bernardino County,"0",Fontana
"023907125",1734800,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"023719141",101900,Existing,2018,storage warehouse,San Bernardino County,"0",Fontana
"023719149",309100,Existing,2015,distribution warehouse,San Bernardino County,"0",Fontana
"023718113",865500,Existing,2018,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"023718112",852100,Existing,2016,distribution warehouse,San Bernardino County,"0",Fontana
"023714125",821600,Existing,2017,transit warehouse (truck terminal),San Bernardino County,"0",Fontana
"023712206",826900,Existing,2003,transit warehouse (truck terminal),San Bernardino County,"0",Fontana
"023802150",141200,Existing,2001,storage warehouse,San Bernardino County,"0",Ontario
"023802148",436300,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"023801236",99400,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"023804224",254100,Existing,1988,distribution warehouse,San Bernardino County,"0",Ontario
"023806238",372800,Existing,1986,flex,San Bernardino County,"0",Fontana
"023808175",163200,Existing,2012,improvements ass'd associated apn,San Bernardino County,"0",Ontario
"023808174",625600,Existing,1983,distribution warehouse,San Bernardino County,"0",Ontario
"023819317",250600,Existing,1986,distribution warehouse,San Bernardino County,"0",Ontario
"023819318",119800,Existing,1986,storage warehouse,San Bernardino County,"0",Ontario
"023810169",423900,Existing,1998,flex,San Bernardino County,"0",Ontario
"023822130",51900,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario
"023810175",306000,Existing,1998,flex,San Bernardino County,"0",Ontario
"023817441",720100,Existing,2003,distribution warehouse,San Bernardino County,"0",Fontana
"023815223",1049300,Existing,1989,distribution warehouse,San Bernardino County,"0",Ontario
"023817139",174200,Existing,2005,storage warehouse,San Bernardino County,"0",Fontana
"023815214",850400,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023817168",198100,Existing,1988,distribution warehouse,San Bernardino County,"0",Fontana
"023815232",861700,Existing,2006,flex,San Bernardino County,"0",Ontario
"023815203",164900,Existing,2003,distribution warehouse,San Bernardino County,"0",Ontario
"023719150",423800,Existing,2015,distribution warehouse,San Bernardino County,"0",Fontana
"023719109",226500,Existing,2019,distribution warehouse,San Bernardino County,"0",Fontana
"023714104",900800,Existing,2016,flex,San Bernardino County,"0",Fontana
"023713112",456600,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",Fontana
"023713111",462000,Existing,2014,distribution warehouse,San Bernardino County,"0",Fontana
"023712207",916300,Existing,1980,light industrial,San Bernardino County,"0",Fontana
"023801237",89700,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"023802137",107500,Existing,1996,storage warehouse,San Bernardino County,"0",Ontario
"023806207",1340200,Existing,2017,flex,San Bernardino County,"0",Fontana
"023805207",348100,Existing,2002,flex,San Bernardino County,"0",Ontario
"023805229",187500,Existing,2016,improvements ass'd associated apn,San Bernardino County,"0",Ontario
"023805248",322100,Existing,2001,flex,San Bernardino County,"0",Ontario
"023821116",161800,Existing,1989,light industrial,San Bernardino County,"0",Ontario
"023819321",300600,Existing,1990,light industrial,San Bernardino County,"0",Ontario
"023811148",196400,Existing,2002,distribution warehouse,San Bernardino County,"0",Fontana
"023810153",321800,Existing,1987,distribution warehouse,San Bernardino County,"0",Ontario
"023811150",456800,Existing,2002,distribution warehouse,San Bernardino County,"0",Fontana
"023820143",531200,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"023811149",946100,Existing,2002,distribution warehouse,San Bernardino County,"0",Fontana
"023815201",94800,Existing,2003,storage warehouse,San Bernardino County,"0",Ontario
"023817150",89400,Existing,2021,storage warehouse,San Bernardino County,"0",Fontana
"023817133",421400,Existing,1989,distribution warehouse,San Bernardino County,"0",Fontana
